-9.3,-0.0037825
-12.5,-0.00198
-11.5,-0.0030314
-20.85,-0.0029653
24,0.00215347
-9.85,-0.0037825
-2,-0.0019034
-15.9,-0.0019034
-16,-0.0052886
-25,-0.0026293
-14,-0.0056854
-11.5,-0.0030314
-0.57,0.00674311
-19.07,-0.0043535
-15,-0.0056854
-15,-0.0092463
45,0.00215347
45,0.00215347
-8.6,-0.0049001
-62,-0.00198
-135,-0.0041897
-7.8,-0.0037825
-10,-0.00198
-13,-0.0071809
-13,-0.0070564
-31,-0.0070564
-4500,-0.0127115
-20.85,-0.0029653
-52.2,-0.0060107
4300,-0.0089862
-4.02,-0.0078391
-11.5,-0.0030314
-120,-0.0036139
-10,-0.0069073
-9.1,-0.0037825
-45,-0.0075257
-7,-0.0041402
-47.5,-0.0038825
-111.04,-0.0062692
-6000,-0.0127115
-17.5,-0.0092463
4226.33,-0.0045201
-32.51,-0.0073991
-10,-0.0036191
-10,-0.0036191
-101.75,-0.0056854
-23,-0.0090126
5,0.00215347
3.5,0.00215347
60,0.00215347
-18.99,-0.0011779
-3,-0.0030314
-11.8,-0.0096224
-4.2,-0.0023589
-10.4,-0.0037825
-20.85,-0.0029653
11.5,-0.0090532
-7.05,-0.0037825
-89.2,-0.0072206
-360,-0.0062855
-100,-0.0068399
-9.55,-0.0037825
-4,-0.0056854
-12,-0.0056854
-4.2,-0.0023589
-24,-0.0036191
-15,-0.0056854
-41.45,-0.0046086
-14.26,-0.007785
-25,-0.0030314
-23,-0.0030314
75,0.00215347
-38,-0.002212
-9.55,-0.0037825
-10,-0.0071854
-20.85,-0.0029653
-52.2,-0.0060107
-8.2,-0.0037825
-172,-0.0030314
11.5,0.00215347
-23,-0.0100875
-10.7,-0.0037825
-58.9,-0.0055496
-71.46,-0.0038142
-14.29,-0.003326
-44.3,-0.0080048
-13.19,-0.0022036
-8.6,-0.0006552
-35,-0.0050444
-6.5,-0.0037825
-8.06,-0.0048933
-20.85,-0.0029653
50,-0.0035362
-22,-0.00198
-16,-0.00198
-11,-0.0085399
-28.59,-0.0066323
-11.86,-0.0057611
-16,-0.0068399
-6,-0.0068399
-7,-0.0023589
-11,-0.0037825
-13,-0.0049001
-8.6,-0.0049001
-8.6,-0.0049001
-10,-0.0025605
-25,-0.0026293
-95.04,-0.0060824
-29.6,-0.0063496
8,0.00215347
-35.2,-0.0011779
-8.9,-0.0037825
-0.55,0.00674311
-18.42,-0.0043535
-4,-0.0046356
-37,-0.0071809
-20.85,-0.0029653
-52.2,-0.0060107
20.5,0.00215347
16,0.00215347
16,0.00215347
25,0.00215347
-12,-0.0056854
-9.15,-0.0037825
-40,-0.0036865
-15,-0.0052886
-17,-0.0092463
-19.15,-0.0048933
-8.06,-0.0048933
-15,-0.0056854
-6.8,-0.0032214
-480,-0.0062855
-7.8,-0.0068172
-38,-0.002212
-101.75,-0.0056854
-6.65,-0.0037825
-111.04,-0.0062692
4223.33,-0.0045201
-9.15,-0.0037825
-20.85,-0.0029653
-73.5,-0.0152753
-11.79,-0.0046098
-9,-0.0037825
-10.5,-0.0050952
-26.26,-0.0057372
-15,-0.0056854
-36.83,-0.0046086
-11.5,-0.0030642
-10,-0.0071854
37,0.00215347
-8.43,-0.0006552
143.18,-0.0013858
4.3,0.00472481
-5,-0.0017367
-29.5,-0.0030314
13,0.00215347
30,0.00215347
0.97,0.00215347
-0.97,-0.0030314
0.03,0.00215347
-0.03,-0.0030314
-25,0.00107256
-8.5,-0.0037825
-20.05,-0.0029653
-52.2,-0.0060107
-11.5,-0.0077844
-5.5,-0.0037825
-10.3,-0.0021791
-15.7,-0.0043676
-28,-0.0029783
-7.6,-0.0086194
-30.05,-0.0066323
-63,-0.0045262
-318,-0.0133808
-0.56,0.00674311
-18.59,-0.0043535
-153.92,0.00593287
-2.5,-0.0025512
-100,-0.0017869
-64.15,-0.0028764
-14.29,-0.003326
-142.58,-0.0028764
-26,-0.0113154
-21.05,-0.0029653
-6.55,-0.0037825
-19.99,-0.0048642
-15,-0.0052886
-56,-0.0049569
-2,-0.0044498
-24.99,-0.0046086
-20,-0.0031007
-102,-0.0022193
-420,-0.0061254
-38,-0.002212
-19.9,-0.0040721
-9.05,-0.0037825
-21.05,-0.0029653
-52.2,-0.0060107
-8.6,-0.0049001
-17.2,-0.0049001
-25,-0.0026293
-8.8,-0.0037825
-4,-0.0039836
-39.92,-0.0042866
-8.85,-0.006601
-10.5,-0.0050952
-33.42,-0.0036972
800,-0.003706
266,-0.003706
-20,-0.0061254
-111.04,-0.0062692
-21.05,-0.0029653
-4000,-0.0127115
4246.33,-0.0045201
-4.3,0.00674311
-143.18,0.00070543
-6.5,-0.0074505
-100,-0.0012379
500,-0.0020529
-500,-0.0012379
-30,-0.0030314
-24,-0.00198
-7.8,-0.0037825
-21.05,-0.0029653
-52.2,-0.0060107
-9.15,-0.0037825
-17.99,-0.0049117
-24,-0.0059418
-5.2,-0.0070294
-24.95,-0.0036865
-12.5,-0.0074505
-15,-0.0092463
-31.5,-0.0011779
95,0.00215347
-183.5,-0.0051706
45,0.00215347
-19,-0.0030314
-38,-0.002212
-6.65,-0.0037825
-84,-0.0017569
-25,0.00107256
-8,-0.0046356
-9.15,-0.0037825
-21.05,-0.0029653
-14.29,-0.003326
-7.8,-0.0037825
-10.3,-0.0037825
-25.2,-0.0070356
-84,-0.00523
-32.8,-0.0082202
-15,-0.0068161
-35.69,-0.0011379
65,0.00215347
-137.6,0.00296272
-100,-0.0007645
-477.3,0.00286941
-31,-0.0063865
-53.3,-0.0044098
-19.3,-0.0025605
-17.75,-0.0083413
-95,-0.0030314
50,0.00215347
-45,-0.0059994
-21.05,-0.0029653
-52.2,-0.0060107
-15.5,-0.0031108
-57,-0.0015184
9.5,0.00215347
25,0.00215347
-7,-0.0049885
-5,-0.0030314
-34,-0.0030314
-9.1,-0.0051367
-0.56,0.00674311
-18.57,-0.0043535
-45.64,-0.0025605
-45.55,-0.0044098
-38,-0.0054563
-76.11,-0.0063372
-42.1,-0.0021342
-127.87,0.00456431
-18,-0.0030314
-56,-0.0071898
-16,-0.0049627
-269.1,-0.0073103
-63.73,-0.0070051
-21.05,-0.0029653
4226.44,-0.0045201
-19.99,-0.0116672
-57.5,-0.0057417
40,0.00215347
-1656.5,-0.004274
-111.04,-0.0062692
-41.91,-0.0043684
-12.99,-0.0049117
-15.47,-0.0049117
-4.7,-0.0058284
-300,-0.0020003
-18.5,0.00103423
-20,-0.0030314
30,0.00215347
-68.2,-0.0031108
-9.9,-0.0064947
-30.29,0.00587629
-10.5,-0.0050952
-19,-0.0078997
-10,-0.0071854
-21.05,-0.0029653
-52.2,-0.0060107
-47,-0.0056583
-13.5,-0.0025605
-4.86,-0.0025605
-9.4,-0.0037825
-14,-0.0011779
-38,-0.002212
-15,-0.007949
-74.75,-0.0038142
-21.05,-0.0029653
-7.05,-0.0037825
-17,-0.0069687
5,-0.0025869
-8,-0.0044906
-11.04,-0.0037825
-14.29,-0.003326
-50,-0.0035724
-44.12,-0.0025605
-62.5,-0.0059454
-20,-0.0059768
-7.1,-0.0117506
-240,-0.0062855
-9.55,-0.0037825
-9.15,-0.0037825
-21.05,-0.0029653
-52.2,-0.0060107
-33.53,0.00587629
-7.8,-0.0037825
-10.3,-0.0037825
-5,-0.0045834
-20.5,-0.0107729
-130,-0.0045834
-13,-0.0060355
-21,-0.0043288
-50,-0.0043288
-7.8,-0.0037825
-0.55,0.00674311
-18.36,-0.0043535
-17.5,-0.0092463
-12,-0.0050704
-21.05,-0.0029653
-7.8,-0.0037825
-4,-0.0078997
-20,-0.0061254
-10.3,-0.0037825
-24.95,-0.0053705
-111.04,-0.0062692
-10,-0.0074505
-12.5,-0.0074505
-4,-0.0078997
-1.5,-0.0022036
-0.14,-0.0022036
-23.05,-0.0022036
-21.9,-0.0070254
-30,-0.0030314
-250,-0.0074959
-18.99,-0.0011779
-290,-0.0030314
-10.3,-0.0037825
4256.45,-0.0045201
-13,-0.0019034
-7.8,-0.0037825
-21.05,-0.0029653
-52.2,-0.0060107
-6.65,-0.0037825
-4,-0.0062587
-9.15,-0.0037825
-3.6,-0.0058267
-5.5,-0.0037825
-23.5,-0.0037103
-11.85,-0.0083413
-38,-0.0043288
-14,-0.0011779
-65,-0.002212
-50.19,-0.0066323
-4.55,-0.0083413
-21.05,-0.0029653
-12.2,-0.0030314
-7,-0.0022036
-59.95,-0.00507
-6.8,-0.0028472
-31,-0.0048224
-13,-0.0030314
-49.97,-0.0050732
-21.23,-0.0028472
-98.2,-0.0045653
-46.85,-0.0028472
-20,-0.0030314
-52.89,-0.0036996
-14.48,-0.0070002
-10.5,-0.0003542
-7.6,-0.0003542
-55.5,-0.0018193
-12.1,-0.0003542
-5,-0.0030314
-7.5,-0.0030314
10,0.00215347
-4.9,-0.0025605
-34,-0.0030314
10,0.00215347
-129.6,-0.0001138
23,0.00215347
47,0.00215347
-7.5,-0.0030314
-15,-0.0052886
-89.95,-0.0068399
-553,-0.0056854
-18,-0.0071739
-146.73,-0.0006552
-38.09,-0.0028472
-15.72,-0.0028472
-14.29,-0.003326
-65,-0.0028472
-21.05,-0.0029653
-52.2,-0.0060107
-39.8,-0.0060457
7,0.00215347
-14,-0.0060457
-7.6,-0.0003542
40,0.00215347
-51.15,-0.0018193
-5,-0.0030314
-15.5,-0.0003542
25,0.00215347
-11,-0.0074505
-19.99,-0.0083903
25,0.00215347
-100,0.00161596
-10,0.00351905
16,0.00215347
79,0.00215347
237,0.00238551
79,0.00215347
31.5,0.00215347
-62.95,-0.0069105
-1250,-0.007432
72,0.00215347
-14,-0.0011779
-100,-0.0057629
-16.8,0.00593287
-449.95,-0.0070924
-31.51,-0.0010745
-20,-0.00198
-8.34,-0.0043299
-21.05,-0.0029653
-9,-0.0086194
-11.79,-0.0046098
-65.34,-0.0044252
-19.5,-0.0092463
-0.55,0.00674311
-18.38,-0.0043535
-24.24,-0.0041176
-60,-0.0030314
-17.5,-0.0092463
32,0.00215347
-9,-0.0086194
-8.1,-0.0068361
-111.04,-0.0062692
-21.05,-0.0029653
-52.2,-0.0060107
4256.45,-0.0045201
-9,-0.0086194
-7,-0.0044906
-1008,-0.0060022
2000,-0.0102879
-12,-0.0099739
-9,-0.0086194
-4,-0.0062587
-15.3,-0.0065687
-18,-0.0069219
-43.3,-0.0065255
-5.93,-0.0006552
-8,-0.00432
-94.94,-0.005565
-282.65,-0.0037878
-400,-0.0062855
1000,-0.0102879
-13,-0.0080085
-9,-0.0086194
-21.05,-0.0029653
-5.5,-0.0067622
-10.6,-0.0056232
-14.2,-0.0083413
-9,-0.0086194
-4.76,-0.0074345
-40.08,-0.004308
-75,-0.00523
-17.5,-0.007949
-26.13,-0.0079262
-23,-0.0039995
-34.5,-0.0086898
-180,-0.0085423
30,0.00215347
-9,-0.0086194
-8.5,-0.0050704
-65,-0.0059678
-21.05,-0.0029653
-52.2,-0.0060107
-9.5,-0.0025605
-115.33,-0.0044252
-129.99,-0.0016579
-14.29,-0.003326
-74.55,-0.0050766
-15,-0.0052886
-31.5,-0.0080052
-14.2,-0.0068082
-100,-0.0101569
-40.3,-0.0046086
-6.3,-0.0115503
37.6,0.00155422
-96.98,-0.0046326
-30,-0.0030314
-18.99,-0.0011779
-1102,-0.0087459
2000,-0.0102879
25,0.00215347
-25.16,-0.004308
-5.38,-0.0006552
-27,-0.0090126
-60.8,-0.0070254
-9,-0.0086194
-21.05,-0.0029653
-51.76,-0.0044252
-20,-0.0031597
-180,-0.0077107
-40,-0.0036865
-5.5,-0.0025605
30,0.00215347
-0.54,0.00674311
-18.13,-0.0043535
-60,-0.0030314
-1,-0.0030314
1,0.00215347
-269.99,0.00096631
-80,-0.0030314
-58,-0.0029147
26,0.00215347
5,0.00215347
-12,-0.0025605
90,0.00215347
45,0.00215347
13.75,-0.0041083
13.75,-0.0073682
13.75,-0.0054933
-55.2,-0.0086995
-21.05,-0.0029653
-52.2,-0.0060107
75,0.00152562
-30.25,-0.0066323
-12.18,-0.0080052
-14.5,-0.0040721
-6.8,-0.0061917
-60,-0.0066041
-4000,-0.0127115
400,-0.0089862
-15,-0.0092463
4230.33,-0.0045201
-34.99,-0.0109919
-8,-0.0054418
-18.5,-0.0054418
-12.5,-0.0054418
-111.04,-0.0062692
-150,-0.00523
-23.1,-0.0039995
-4,-0.0078997
-17,-0.0092463
-300,-0.0062855
-0.5,0.00674311
-16.77,-0.0032634
-20,-0.0071153
-9,-0.0086194
300,-0.006056
-21.05,-0.0029653
-9.8,-0.0050952
-9,-0.0086194
-3.7,-0.0086194
-31.88,-0.0046086
74,0.00215347
5,0.00215347
-20.89,-0.0011779
-14.6,-0.0022036
-14.04,-0.0006552
-1,-0.0037825
-10.1,-0.0094079
-11000,-0.0127115
6028.98,-0.0011146
-4.69,-0.0007778
-33,-0.0090126
-12.4,-0.0050952
-9,-0.0086194
-39,-0.0088654
-21.05,-0.0029653